,subj_idx,trial_PE,trial_TR_PE,trial_TI_PE,rt,pupil_response_1,pupil_response_2,missed_response,response
10839,27,UU,1,1,0.858561597046,1.44025503459,0.842706658431,0,1.0
10840,27,PP,0,0,0.0,1.05016284676,1.18421837287,1,0.0
10841,27,PP,0,0,1.0752271198,3.99331038826,0.763252137445,0,1.0
10842,27,PP,0,0,1.01687033629,0.66830134001,2.64174203365,0,0.0
10843,27,UP,1,0,0.691905728043,2.75448993261,1.55309268498,0,1.0
10844,27,UP,1,0,1.47525367564,0.379853314592,0.585375882147,0,1.0
10845,27,PP,0,0,0.800206417149,1.52766909723,1.26949100175,0,0.0
10846,27,PP,0,0,1.03356491652,0.5641281482,1.43770714484,0,1.0
10847,27,PP,0,0,1.43359884899,1.33681430639,0.67948704402,0,1.0
10848,27,PP,0,0,1.99197744165,0.994629272093,1.63918761818,0,1.0
10849,27,UP,1,0,2.66696697005,2.72256282491,2.17544212827,0,1.0
10850,27,UP,1,0,1.69192753719,1.6773358479,0.850345563905,0,1.0
10851,27,PP,0,0,0.0,1.33971638051,1.06388084661,1,0.0
10852,27,PP,0,0,0.0,1.06118791942,0.613454429544,1,0.0
10853,27,PP,0,0,0.0,0.512658048502,0.444459599359,1,0.0
10854,27,PP,0,0,1.35026482076,0.715343383892,0.881575464311,0,1.0
10855,27,PP,0,0,2.09197526073,1.10407723283,1.03064936172,0,1.0
10856,27,UP,1,0,1.94190139829,0.180735727903,0.487353092511,0,1.0
10857,27,UU,1,1,0.0,0.690715237462,1.00675011689,1,0.0
10858,27,PP,0,0,2.26703791392,1.59618814333,1.72105825648,0,1.0
10859,27,UU,1,1,1.75855672206,0.511028272779,0.527475607901,0,1.0
10860,27,PP,0,0,0.0,0.89115298588,1.13137069264,1,0.0
10861,27,PP,0,0,2.88355231212,1.97139204009,3.04120337116,0,0.0
10862,27,PP,0,0,0.891860955151,0.454968680372,0.960712749405,0,1.0
10863,27,PP,0,0,0.566921042553,0.532523025703,0.39620154168,0,0.0
10864,27,UU,1,1,1.37523725464,1.20456406908,1.42615667519,0,1.0
10865,27,PP,0,0,1.54197362505,0.738777612763,1.41116512445,0,0.0
10866,27,PP,0,0,1.06686876475,0.67940919945,1.08428352323,0,1.0
10867,27,UU,1,1,2.70029968332,1.12244168784,1.28131935563,0,1.0
10868,27,UU,1,1,2.35863023171,0.872321975735,1.53141811237,0,0.0
10869,27,PP,0,0,2.25029298021,0.0545118405868,0.820975376972,0,0.0
10870,27,PP,0,0,1.35869565915,0.984848323876,0.882244683706,0,1.0
10871,27,PP,0,0,2.49196076406,0.842668738188,0.38907918937,0,1.0
10872,27,PP,0,0,1.76693367903,0.526756434582,0.805867353265,0,1.0
10873,27,PP,0,0,1.62526660077,1.09993643852,1.4435806361,0,1.0
10874,27,UU,1,1,1.33361289665,0.788022799076,0.402314692602,0,1.0
10875,27,PP,0,0,1.80026061929,2.50382979029,2.17055235901,0,1.0
10876,27,PP,0,0,0.500200451705,1.53106337852,0.862635143396,0,1.0
10877,27,PU,0,1,0.600195384288,0.944855433254,0.927711413606,0,1.0
10878,27,UP,1,0,1.80862057795,1.15846400513,0.313861531643,0,1.0
10879,27,UP,1,0,1.13356594284,4.07669807935,1.1811747869,0,1.0
10880,27,PP,0,0,1.43357832274,1.9618015854,1.81947487287,0,0.0
10881,27,PU,0,1,2.22524774227,2.75797081307,1.48064406999,0,1.0
10882,27,PP,0,0,1.57530345181,3.37197549517,1.52548116964,0,1.0
10883,27,UU,1,1,3.00871147078,0.973153446563,0.782693924865,0,1.0
10884,27,PP,0,0,1.87529049461,1.80395849733,1.15195774802,0,1.0
10885,27,PP,0,0,2.25030292262,0.599219887871,1.22985561563,0,1.0
10886,27,PP,0,0,1.09190021161,0.37137045571,1.15063332911,0,1.0
10887,27,PP,0,0,0.0,1.43962082482,0.642613889063,1,0.0
